CUST,PRNCPL,SLSMN
S06496,F03,R47
S06544,F03,R47
S06960,F03,R47
S08672,F03,R47
S09431,F03,R47
S09473,F03,R47
S09701,F03,R47
S09761,F03,R47
S10216,F03,R47
S10346,F03,R47
S10356,F03,R47
S10386,F03,R47
S10413,F03,R47
S10515,F03,R47
S10735,F03,R47
S10755,F03,R47
S00509,F03,R48
S00512,F03,R48
S00538,F03,R48
S00602,F03,R48
S00821,F03,R48
S00845,F03,R48
S00864,F03,R48
S01523,F03,R48
S01569,F03,R48
S01680,F03,R48
S03341,F03,R48
S03956,F03,R48
S04612,F03,R48
S05024,F03,R48
S05432,F03,R48
S07145,F03,R48
S07184,F03,R48
S07257,F03,R48
S08883,F03,R48
S08974,F03,R48
S09461,F03,R48
S10214,F03,R48
S10476,F03,R48
S10512,F03,R48
S11193,F03,R48
S11903,F03,R48
S02454,F03,R48
S00511,F03,R49
S00525,F03,R49
S00648,F03,R49
S00656,F03,R49
S00772,F03,R49
S00835,F03,R49
S00862,F03,R49
S01420,F03,R49
S01433,F03,R49
S01628,F03,R49
S02248,F03,R49
S02440,F03,R49
S03802,F03,R49
S03978,F03,R49
S05215,F03,R49
S07014,F03,R49
S07983,F03,R49
S08854,F03,R49
S08923,F03,R49
S09168,F03,R49
S11039,F03,R49
S11099,F03,R49
S00818,F03,R49
S00837,F03,R49
S10109,F03,R49
S12015,F03,R49
S01356,F03,R52
S03807,F03,R52
S05887,F03,R52
S00814,F03,R52
S00861,F03,R52
S01980,F03,R52
S03102,F03,R52
S04168,F03,R52
S04422,F03,R52
S06379,F03,R52
S07016,F03,R52
S07047,F03,R52
S07758,F03,R52
S07761,F03,R52
S07765,F03,R52
S08156,F03,R52
S08746,F03,R52
S08906,F03,R52
S08948,F03,R52
S08955,F03,R52
S08982,F03,R52
S09224,F03,R52
S09801,F03,R52
S09845,F03,R52
S10007,F03,R52
S10011,F03,R52
S10339,F03,R52
S10429,F03,R52
S00857,F03,R90
S03804,F03,R90
S04547,F03,R90
S07162,F03,R90
S10609,F03,R90
S00637,F03,R90
S00661,F03,R90
S00807,F03,R90
S00940,F03,R90
S00983,F03,R90
S01509,F03,R90
S02241,F03,R90
S05141,F03,R90
S05583,F03,R90
S06088,F03,R90
S06688,F03,R90
S07217,F03,R90
S08035,F03,R90
S08905,F03,R90
S09754,F03,R90
S09855,F03,R90
S09996,F03,R90
S10262,F03,R90
S10345,F03,R90
S10412,F03,R90
S10799,F03,R90
S11848,F03,R90
S11753,F03,R90
S00950,F03,R90
S01368,F03,R49
S01475,F03,R90
S07103,F03,R90
S08655,F03,R96
S08700,F03,R47
S08924,F03,R49
S09862,F03,R52
S10390,F03,R47
S10591,F03,R47
S11397,F03,R90
S08620,F03,Z10
S10442,F03,R86
S11255,F03,R86
N04373,F03,R91
N04395,F03,R91
S09668,F03,R50
S10348,F03,R52
S10436,F03,R48
S11521,F03,R90
S11613,F03,RC6
S11761,F03,R90
S11870,F03,Z10
S12130,F03,R50
S12162,F03,R47
S12543,F03,R52
S12545,F03,R90
S12565,F03,R50
S12573,F03,Z23
S12585,F03,R86
N00256,F03,R12
N00777,F03,R12
N00891,F03,R12
N01160,F03,R12
N02265,F03,R12
N02945,F03,R12
N03070,F03,R12
N03227,F03,R12
N03268,F03,R12
N04057,F03,R12
N05166,F03,R12
N05719,F03,R12
N05930,F03,R12
N06064,F03,R12
N07073,F03,R12
N07389,F03,R12
N07400,F03,R12
N07423,F03,R12
N08331,F03,R12
N00536,F03,R12
N03532,F03,R12
N00054,F03,R13
N00152,F03,R13
N00156,F03,R13
N00286,F03,R13
N00328,F03,R13
N00378,F03,R13
N00514,F03,R13
N00599,F03,R13
N00775,F03,R13
N00863,F03,R13
N00932,F03,R13
N01088,F03,R13
N01114,F03,R13
N01172,F03,R13
N01628,F03,R13
N01632,F03,R13
N02437,F03,R13
N02519,F03,R13
N02874,F03,R13
N03425,F03,R13
N03450,F03,R13
N03777,F03,R13
N03945,F03,R13
N04081,F03,R13
N04082,F03,R13
N04122,F03,R13
N04833,F03,R13
N04857,F03,R13
N05253,F03,R13
N05255,F03,R13
N05669,F03,R13
N05914,F03,R13
N05921,F03,R13
N06387,F03,R13
N07206,F03,R13
N07364,F03,R13
N07570,F03,R13
N07571,F03,R13
N07844,F03,R13
N07994,F03,R13
N08309,F03,R13
N08928,F03,R13
N08929,F03,R13
N08930,F03,R13
N08964,F03,R13
N00257,F03,R14
N00014,F03,R14
N00026,F03,R14
N00052,F03,R14
N00109,F03,R14
N00135,F03,R14
N00140,F03,R14
N00290,F03,R14
N00456,F03,R14
N00720,F03,R14
N00942,F03,R14
N01056,F03,R14
N02339,F03,R14
N03889,F03,R14
N06025,F03,R14
N06322,F03,R14
N07413,F03,R35
N07497,F03,R14
N08333,F03,R14
N03419,F03,R14
N03592,F03,R14
N04746,F03,R14
N05192,F03,R14
N06406,F03,R14
N07111,F03,R14
N08278,F03,R14
N00043,F03,R16
N00049,F03,R16
N00063,F03,R16
N00065,F03,R16
N00098,F03,R16
N00104,F03,R16
N00318,F03,R16
N00933,F03,R16
N01089,F03,R16
N01226,F03,R16
N01742,F03,R16
N02282,F03,R16
N03278,F03,R16
N03441,F03,R16
N04006,F03,R16
N05884,F03,R16
N07119,F03,R16
N07395,F03,R16
N07498,F03,R16
N07833,F03,R16
N08330,F03,R16
N08332,F03,R16
N08334,F03,R16
N08335,F03,R16
N08336,F03,R16
N05718,F03,R16
N00050,F03,R35
N00055,F03,R35
N00165,F03,R35
N00208,F03,R35
N00571,F03,R35
N00593,F03,R35
N00884,F03,R35
N02223,F03,R35
N02859,F03,R35
N03023,F03,R35
N03507,F03,R35
N03561,F03,R35
N03879,F03,R35
N03880,F03,R35
N03900,F03,R35
N04127,F03,R35
N04231,F03,R35
N04232,F03,R35
N04375,F03,R35
N04576,F03,R35
N04650,F03,R35
N04986,F03,R35
N04998,F03,R35
N05674,F03,R35
N05676,F03,R35
N05841,F03,R35
N05842,F03,R35
N05879,F03,R35
N06106,F03,R35
N06199,F03,R35
N06422,F03,R35
N06445,F03,R35
N07029,F03,R35
N07339,F03,R35
N07341,F03,R35
N07373,F03,R35
N07995,F03,R35
N08025,F03,R35
N08064,F03,R35
N08337,F03,R35
N08919,F03,R35
N08920,F03,R35
N08338,F03,R35
N08944,F03,R35
N00941,F03,R87
N03573,F03,R87
N04738,F03,R87
N05195,F03,R87
N08062,F03,R87
N08144,F03,R87
N05986,F03,R87
N06261,F03,R87
N03923,F03,R87
N00562,F03,R87
N05849,F03,R87
N07656,F03,R87
N00355,F03,R87
N01224,F03,R87
N02307,F03,R87
N02856,F03,R87
N02865,F03,R87
N03463,F03,R87
N03836,F03,R87
N03953,F03,R87
N04005,F03,R87
N04067,F03,R87
N04116,F03,R87
N04117,F03,R87
N04433,F03,R87
N04501,F03,R87
N04502,F03,R87
N04614,F03,R87
N04680,F03,R87
N05220,F03,R87
N05693,F03,R87
N05717,F03,R87
N05894,F03,R87
N05961,F03,R87
N06440,F03,R87
N06501,F03,R87
N07028,F03,R87
N07113,F03,R87
N07155,F03,R87
N07611,F03,R87
N06358,F03,R87
N00284,F03,R89
N00293,F03,R89
N00303,F03,R89
N00317,F03,R89
N00412,F03,R89
N00640,F03,R89
N00642,F03,R89
N00810,F03,R89
N01047,F03,R89
N01055,F03,R89
N01097,F03,R89
N01162,F03,R89
N01537,F03,R89
N01723,F03,R89
N02015,F03,R89
N02030,F03,R89
N02131,F03,R89
N02156,F03,R89
N02864,F03,R89
N02963,F03,R89
N03622,F03,R89
N03939,F03,R89
N03952,F03,R89
N03986,F03,R89
N03989,F03,R89
N04028,F03,R89
N04036,F03,R89
N04092,F03,R89
N04457,F03,R89
N04500,F03,R89
N04676,F03,R89
N04708,F03,R89
N04942,F03,R89
N05145,F03,R89
N05265,F03,R89
N05885,F03,R89
N06572,F03,R89
N07092,F03,R89
N07211,F03,R89
N07664,F03,R89
N07665,F03,R89
N08935,F03,R89
N08939,F03,R89
N00248,F03,R89
N07052,F03,R89
N00940,F03,Z12
N03835,F03,Z12
N00105,F03,Z12
N00150,F03,Z12
N00205,F03,Z12
N00234,F03,Z12
N00414,F03,Z12
N00513,F03,Z12
N00926,F03,Z12
N01017,F03,Z12
N01020,F03,Z12
N01028,F03,Z12
N01029,F03,Z12
N01043,F03,Z12
N01156,F03,Z12
N01158,F03,Z12
N01233,F03,Z12
N01925,F03,Z12
N02302,F03,Z12
N03151,F03,Z12
N03503,F03,Z12
N03511,F03,Z12
N03580,F03,Z12
N03680,F03,Z12
N03754,F03,Z12
N04131,F03,Z12
N04487,F03,Z12
N04491,F03,Z12
N04750,F03,Z12
N04887,F03,Z12
N04888,F03,Z12
N05799,F03,Z12
N05936,F03,Z12
N07409,F03,Z12
N07463,F03,Z12
N07649,F03,Z12
N07650,F03,Z12
N07819,F03,Z12
N08325,F03,Z12
N08326,F03,Z12
N08931,F03,Z12
N08932,F03,Z12
N08968,F03,Z12
N08970,F03,Z12
